user_input,retrieved_contexts,reference,context_precision,context_recall
كيف يتم تعريف الأجر وما هي المكونات التي يشملها العامل وفقاً للقانون؟,['المادة 1 من قانون العمل المصري: يقصد في تطبيق أحكام هذا القانون بالمصطلحات الآتية المعاني المبينة قرين كل منها:\n(\u200cأ)\tالعامل : كل شخص طبيعي يعمل لقاء أجر لدى صاحب عمل وتحت إدارته أو إشرافه\n(\u200cب)\tصاحب العمل :كل شخص طبيعي أو اعتباري يستخدم عاملا أو أكثر لقاء أجر.\n(\u200cج)\tالأجر : كل ما يحصل عليه العامل لقاء عمله ، ثابتا كان أو متغيرا ، نقدا أو عينا.\nويعتبر أجرا على الأخص ما يلى:\n۱ - العمولة التي تدخل في إطار علاقة العمل.\n۲ - النسبة المئوية ، وهى ما قد يدفع للعامل مقابل ما يقوم بإنتاجه أو بيعه أو تحصيله طوال قيامة بالعمل المقرر له هذه النسبة\n۳ - العلاوات أيا كان سبب استحقاقها أو نوعها.\n٤ - المزايا العينية التي يلتزم بها صاحب العمل دون أن تستلزمها مقتضيات العمل.\n٥ - المنح : وهى ما يعطى للعامل علاوة على أجره وما يصرف له جزاء أمانته أو كفاءته متى كانت هذه المنح مقررة فى عقود العمل الفردية أو الجماعية أو في الأنظمة الأساسية للعمل ، وكذلك ما جرت العادة بمنحه متى توافرت لها صفات العمومية والدوام والثبات.\n٦ - البدل : وهو ما يعطى للعامل لقاء ظروف أو مخاطر معينة يتعرض لها في أداء عمله.\n۷ - نصيب العامل فى الأرباح.\n۸ - الوهبة التي يحصل عليها العامل إذا جرت العادة بدفعها وكانت لها قواعد تسمح بتحديدها ، وتعتبر فى حكم الوهبة النسبة المئوية التي يدفعها العملاء مقابل الخدمة فى المنشآت السياحية.\nويصدر قرار من الوزير المختص بالاتفاق مع المنظمة النقابية المعنية بكيفية توزيعها على العاملين وذلك بالتشاور مع الوزير المعنى.\n(د) العمل المؤقت : العمل الذي يدخل بطبيعته فيما يزاوله صاحب العمل من نشاط وتقتضى طبيعة إنجازه مدة محددة ، أو ينصب على عمل بذاته وينتهي بانتهائه.\n(هـ)  العمل العرضي : العمل الذي لا يدخل بطبيعته فيما يزاوله صاحب العمل من نشاط ولا يستغرق إنجازه أكثر من ستة أشهر .\n(\u200cو)\tالعمل الموسمي : العمل الذي يتم في مواسم دورية متعارف عليها.\n(\u200cز)\tالليل : الفترة ما بين غروب الشمس وشروقها.\n(\u200cح)\tالوزير المختص : الوزير المختص بالقوى العاملة.\n(\u200cط)\tالوزارة المختصة : الوزارة المختصة بشئون القوى العاملة.'],"المادة 1 من قانون العمل المصري: يقصد في تطبيق أحكام هذا القانون بالمصطلحات الآتية المعاني المبينة قرين كل منها:
(‌أ)	العامل : كل شخص طبيعي يعمل لقاء أجر لدى صاحب عمل وتحت إدارته أو إشرافه
(‌ب)	صاحب العمل :كل شخص طبيعي أو اعتباري يستخدم عاملا أو أكثر لقاء أجر.
(‌ج)	الأجر : كل ما يحصل عليه العامل لقاء عمله ، ثابتا كان أو متغيرا ، نقدا أو عينا.
ويعتبر أجرا على الأخص ما يلى:
۱ - العمولة التي تدخل في إطار علاقة العمل.
۲ - النسبة المئوية ، وهى ما قد يدفع للعامل مقابل ما يقوم بإنتاجه أو بيعه أو تحصيله طوال قيامة بالعمل المقرر له هذه النسبة
۳ - العلاوات أيا كان سبب استحقاقها أو نوعها.
٤ - المزايا العينية التي يلتزم بها صاحب العمل دون أن تستلزمها مقتضيات العمل.
٥ - المنح : وهى ما يعطى للعامل علاوة على أجره وما يصرف له جزاء أمانته أو كفاءته متى كانت هذه المنح مقررة فى عقود العمل الفردية أو الجماعية أو في الأنظمة الأساسية للعمل ، وكذلك ما جرت العادة بمنحه متى توافرت لها صفات العمومية والدوام والثبات.
٦ - البدل : وهو ما يعطى للعامل لقاء ظروف أو مخاطر معينة يتعرض لها في أداء عمله.
۷ - نصيب العامل فى الأرباح.
۸ - الوهبة التي يحصل عليها العامل إذا جرت العادة بدفعها وكانت لها قواعد تسمح بتحديدها ، وتعتبر فى حكم الوهبة النسبة المئوية التي يدفعها العملاء مقابل الخدمة فى المنشآت السياحية.
ويصدر قرار من الوزير المختص بالاتفاق مع المنظمة النقابية المعنية بكيفية توزيعها على العاملين وذلك بالتشاور مع الوزير المعنى.
(د) العمل المؤقت : العمل الذي يدخل بطبيعته فيما يزاوله صاحب العمل من نشاط وتقتضى طبيعة إنجازه مدة محددة ، أو ينصب على عمل بذاته وينتهي بانتهائه.
(هـ)  العمل العرضي : العمل الذي لا يدخل بطبيعته فيما يزاوله صاحب العمل من نشاط ولا يستغرق إنجازه أكثر من ستة أشهر .
(‌و)	العمل الموسمي : العمل الذي يتم في مواسم دورية متعارف عليها.
(‌ز)	الليل : الفترة ما بين غروب الشمس وشروقها.
(‌ح)	الوزير المختص : الوزير المختص بالقوى العاملة.
(‌ط)	الوزارة المختصة : الوزارة المختصة بشئون القوى العاملة.
",0.9999999999,1.0
ما هو الوضع القانوني إذا قرر صاحب العمل إغلاق المنشأة وكيف يتم التعامل مع عقود العمل السارية؟,"['المادة 199 من قانون العمل المصري: في حالة الإغلاق الجزئي أو تقليص حجم المنشأة أو نشاطها ، إذا لم تتضمن الاتفاقية الجماعية السارية في المنشأة المعايير\nالموضوعية لاختيار من سيتم الاستغناء عنهم من العمال ، فإنه يتعين على صاحب العمل أن يتشاور في هذا الشأن مع المنظمة النقابية وذلك بعد صدور القرار وقبل التنفيذ وتعتبر الأقدمية والأعباء العائلية والسن والقدرات والمهارات المهنية للعمال من المعايير التي يمكن الاستئناس بها في هذا الشأن.\nوفى جميع الأحوال يتعين أن تراعى تلك المعايير الموازنة بين مصالح المنشأة ومصالح العمال.', 'المادة 196 من قانون العمل المصري: يكون لصاحب العمل ، لضرورات اقتصادية ، حق الإغلاق الكلى أو الجزئي للمنشأة أو تقليص حجمها أو نشاطها بما قد يمس حجم العمالة بها ، وذلك في الأوضاع وبالشروط والإجراءات المنصوص عليها في هذا القانون.']","المادة 9 من قانون العمل المصري: لا يمنع من الوفاء بجميع الالتزامات الناشئة طبقا للقانون ، حل المنشأة أو تصفيتها أو إغلاقها أو إفلاسها.
ولا يترتب على إدماج المنشأة فى غيرها أو انتقالها بالإرث أو الوصية أو الهبة أو البيع – ولو كان بالمزاد العلنى – أو النزول أو الإيجار أو غير ذلك من التصرفات ، إنهاء عقود استخدام عمال المنشأة ويكون الخلف مسئولا بالتضامن مع أصحاب الأعمال السابقين عن تنفيذ جميع الالتزامات الناشئة عن هذه العقود.
",0.99999999995,0.0
ما الشروط التي تحدد العلاقة القانونية بين أصحاب العمل المتعددين بشأن الالتزامات القانونية؟,"['المادة 8 من قانون العمل المصري: إذا تعدد أصحاب العمل كانوا مسئولين بالتضامن فيما بينهم عن الوفاء بالالتزامات الناشئة عن هذا القانون.\nويكون من تنازل له صاحب العمل عن الأعمال المسندة إليه كلها أو بعضها متضامنا معه فى الوفاء بجميع الالتزامات التى تفرضها أحكام هذا القانون.\n', 'المادة 8 من قانون العمل المصري: إذا تعدد أصحاب العمل كانوا مسئولين بالتضامن فيما بينهم عن الوفاء بالالتزامات الناشئة عن هذا القانون.\nويكون من تنازل له صاحب العمل عن الأعمال المسندة إليه كلها أو بعضها متضامنا معه فى الوفاء بجميع الالتزامات التى تفرضها أحكام هذا القانون.']","المادة 8 من قانون العمل المصري: إذا تعدد أصحاب العمل كانوا مسئولين بالتضامن فيما بينهم عن الوفاء بالالتزامات الناشئة عن هذا القانون.
ويكون من تنازل له صاحب العمل عن الأعمال المسندة إليه كلها أو بعضها متضامنا معه فى الوفاء بجميع الالتزامات التى تفرضها أحكام هذا القانون.
",0.99999999995,1.0
كيف يتم تحديد الأجر في حالة عدم وجود اتفاقيات واضحة بين صاحب العمل والعامل وما هو دور اللجان في هذا السياق؟,['المادة 36 من قانون العمل المصري: يحدد الأجر وفقا لعقد العمل الفردي أو اتفاقية العمل الجماعي أو لائحة المنشأة،  فإذا لم يحدد الأجر بأى من هذه الطرق استحق العامل أجر المثل إن وجد ، وإلا قدر الأجر طبقا لعرف المهنة فى الجهة التي يؤدى فيها العمل ، فإن لم يوجد عرف تولت اللجنة المنصوص عليها فى المادة (71) من هذا القانون تقدير الأجر وفقا لمقتضيات العدالة ، وذلك كله مع مراعاة حكم المادتين (34 ، 35) من هذا القانون'],"المادة 36 من قانون العمل المصري: يحدد الأجر وفقا لعقد العمل الفردي أو اتفاقية العمل الجماعي أو لائحة المنشأة،  فإذا لم يحدد الأجر بأى من هذه الطرق استحق العامل أجر المثل إن وجد ، وإلا قدر الأجر طبقا لعرف المهنة فى الجهة التي يؤدى فيها العمل ، فإن لم يوجد عرف تولت اللجنة المنصوص عليها فى المادة (71) من هذا القانون تقدير الأجر وفقا لمقتضيات العدالة ، وذلك كله مع مراعاة حكم المادتين (34 ، 35) من هذا القانون

المادة 70 من قانون العمل المصري: إذا نشأ نزاع فردى بين صاحب العمل والعامل في شأن تطبيق أحكام هذا القانون أو أى من القوانين أو اللوائح المنظمة لعلاقات العمل الفردية فلأي منهما أن يطلب من لجنة – تشكل من : ممثل للجهة الإدارية المختصة (مقررا) ، وممثل للمنظمة النقابية ، وممثل لمنظمة أصحاب الأعمال – خلال عشرة أيام من تاريخ النزاع تسويته وديا ، فإذا لم تتم التسوية خلال واحد وعشرين يوما – من تاريخ تقديم الطلب – جاز لأي منهما أن يطلب من الجهة الإدارية المختصة إحالة النزاع إلى المحكمة العمالية المنصوص عليها فى المادة (71) من هذا القانون أو أن يلجأ إليها فى موعد أقصاه خمسة وأربعين يوما من تاريخ انتهاء المدة المحددة للتسوية سواء كان قد تقدم للجنة بطلب التسوية أو لم يتقدم به وإلا سقط حقه فى عرض الأمر على المحكمة .",0.9999999999,0.5
ما هي الضوابط القانونية لتوقيع جزاء الفصل التأديبي على العامل وما هي الجهة المخولة باتخاذ هذا القرار؟,"['المادة 68 من قانون العمل المصري: يكون الاختصاص بتوقيع جزاء الفصل من الخدمة للجنة المشار إليها فى المادة (71) من هذا القانون.\nويكون توقيع باقى الجزاءات التأديبية لصاحب العمل أو من يفوضه لذلك.\nويكون لمدير المنشأة توقيع جزاءي الإنذار والخصم من الأجر لمدة لا تجاوز ثلاثة أيام.', 'المادة 58 من قانون العمل المصري: على صاحب العمل أن يضع لائحة تنظيم العمل والجزاءات التأديبية موضحا بها قواعد تنظيم العمل والجزاءات التأديبية مصدقا عليها من الجهة الإدارية المختصة ، وعلى هذه الجهة أخذ رأى المنظمة النقابية التي يتبعها عمال المنشأة قبل التصديق على اللائحة ، فإذا لم تقم الجهة الإدارية بالتصديق أو الاعتراض على اللائحة خلال ثلاثين يوما من تاريخ تقديمها اعتبرت نافذة ، وللوزير المختص أن يصدر بقرار منه أنظمة نموذجية للوائح والجزاءات لكي يسترشد بها أصحاب الأعمال.\nوعلى صاحب العمل فى حالة استخدام عشرة عمال فأكثر أن يضع هذه اللائحة في مكان ظاهر.']","المادة 68 من قانون العمل المصري: يكون الاختصاص بتوقيع جزاء الفصل من الخدمة للجنة المشار إليها فى المادة (71) من هذا القانون.
ويكون توقيع باقى الجزاءات التأديبية لصاحب العمل أو من يفوضه لذلك.
ويكون لمدير المنشأة توقيع جزاءي الإنذار والخصم من الأجر لمدة لا تجاوز ثلاثة أيام.

المادة 69 من قانون العمل المصري: لا يجوز فصل العامل إلا إذا ارتكب خطأ جسيما ، ويعتبر من قبيل الخطأ الجسيم الحالات الآتية:
۱ - إذا ثبت انتحال العامل لشخصية غير صحيحة أو قدم مستندات مزورة.
۲ - إذا ثبت ارتكاب العامل لخطأ نشأت عنه أضرار جسيمة لصاحب العمل بشرط أن يبلغ صاحب العمل الجهات المختصة بالحادث خلال أربع وعشرين ساعة من وقت علمه بوقوعه.
۳ - إذا تكرر من العامل عدم مراعاة التعليمات اللازم اتباعها لسلامة العمال والمنشأة – بشرط أن تكون هذه التعليمات مكتوبة ومعلنة فى مكان ظاهر – رغم التنبيه عليه كتابة بمراعاة ذلك.
4	- إذا تغيب العامل بدون مبرر مشروع أكثر من عشرين يوما متقطعة خلال السنة الواحدة أو أكثر من عشرة أيام متتالية ، على أن يسبق الفصل إنذار كتابي بخطاب موصى عليه بعلم الوصول من صاحب العمل للعامل غيابه عشرة أيام فى الحالة الأولى ، بعد غيابه خمسة أيام في الحالة الثانية.
5	- إذا ثبت أن العامل أفشى أسرار المنشأة التي يعمل بها أدت إلى إحداث أضرار جسيمة بالمنشأة.
6	- إذا قام العامل بمنافسة صاحب العمل في ذات نشاطه.
۷ - إذا وجد العامل أثناء ساعات العمل في حالة سكر بين أو متأثرا بما تعاطاه من مادة مخدرة.
۸ - إذا ثبت اعتداء العامل على صاحب العمل أو المدير العام ، وكذلك إذا وقع منه اعتداء جسيم على أحد رؤسائه أثناء العمل أو بسببه.
۹ - إذا لم يراع العامل الضوابط الواردة في المواد من (192) إلى (194) من الكتاب الرابع من هذا القانون.

المادة 70 من قانون العمل المصري: إذا نشأ نزاع فردى بين صاحب العمل والعامل في شأن تطبيق أحكام هذا القانون أو أى من القوانين أو اللوائح المنظمة لعلاقات العمل الفردية فلأي منهما أن يطلب من لجنة – تشكل من : ممثل للجهة الإدارية المختصة (مقررا) ، وممثل للمنظمة النقابية ، وممثل لمنظمة أصحاب الأعمال – خلال عشرة أيام من تاريخ النزاع تسويته وديا ، فإذا لم تتم التسوية خلال واحد وعشرين يوما – من تاريخ تقديم الطلب – جاز لأي منهما أن يطلب من الجهة الإدارية المختصة إحالة النزاع إلى المحكمة العمالية المنصوص عليها فى المادة (71) من هذا القانون أو أن يلجأ إليها فى موعد أقصاه خمسة وأربعين يوما من تاريخ انتهاء المدة المحددة للتسوية سواء كان قد تقدم للجنة بطلب التسوية أو لم يتقدم به وإلا سقط حقه فى عرض الأمر على المحكمة .",0.99999999995,0.2142857142857142
ما هي الآثار القانونية المترتبة على حل المنشأة ولا سيما فيما يتعلق بحقوق العامل؟,"['المادة 9 من قانون العمل المصري: لا يمنع من الوفاء بجميع الالتزامات الناشئة طبقا للقانون ، حل المنشأة أو تصفيتها أو إغلاقها أو إفلاسها.\nولا يترتب على إدماج المنشأة فى غيرها أو انتقالها بالإرث أو الوصية أو الهبة أو البيع – ولو كان بالمزاد العلنى – أو النزول أو الإيجار أو غير ذلك من التصرفات ، إنهاء عقود استخدام عمال المنشأة ويكون الخلف مسئولا بالتضامن مع أصحاب الأعمال السابقين عن تنفيذ جميع الالتزامات الناشئة عن هذه العقود.\n', 'المادة 9 من قانون العمل المصري: لا يمنع من الوفاء بجميع الالتزامات الناشئة طبقا للقانون ، حل المنشأة أو تصفيتها أو إغلاقها أو إفلاسها.\nولا يترتب على إدماج المنشأة فى غيرها أو انتقالها بالإرث أو الوصية أو الهبة أو البيع – ولو كان بالمزاد العلنى – أو النزول أو الإيجار أو غير ذلك من التصرفات ، إنهاء عقود استخدام عمال المنشأة ويكون الخلف مسئولا بالتضامن مع أصحاب الأعمال السابقين عن تنفيذ جميع الالتزامات الناشئة عن هذه العقود.']","المادة 9 من قانون العمل المصري: لا يمنع من الوفاء بجميع الالتزامات الناشئة طبقا للقانون ، حل المنشأة أو تصفيتها أو إغلاقها أو إفلاسها.
ولا يترتب على إدماج المنشأة فى غيرها أو انتقالها بالإرث أو الوصية أو الهبة أو البيع – ولو كان بالمزاد العلنى – أو النزول أو الإيجار أو غير ذلك من التصرفات ، إنهاء عقود استخدام عمال المنشأة ويكون الخلف مسئولا بالتضامن مع أصحاب الأعمال السابقين عن تنفيذ جميع الالتزامات الناشئة عن هذه العقود.
",0.99999999995,1.0
ما القيود المفروضة قانونياً على انتقاص حقوق العامل في اتفاقات العمل بغض النظر عن تاريخ الاتفاق؟,"['المادة 5 من قانون العمل المصري: يقع باطلا كل شرط أو اتفاق يخالف أحكام هذا القانون ولو كان سابقا على العمل به، إذا كان يتضمن انتقاصا من حقوق العامل المقررة فيه.\nويستمر العمل بأية مزايا و شروط أفضل تكون مقررة أو تقرر في عقود العمل الفردية أو الجماعية أو الأنظمة الأساسية أو غيرها من لوائح المنشأة ، أو بمقتضى العرف.\nوتقع باطلة كل مصالحة تتضمن انتقاصا أو إبراء من حقوق العامل الناشئة عن عقد العمل خلال مدة سريانه أو خلال ثلاثة أشهر من تاريخ انتهائه متى كانت تخالف أحكام هذا القانون.\n', 'المادة 5 من قانون العمل المصري: يقع باطلا كل شرط أو اتفاق يخالف أحكام هذا القانون ولو كان سابقا على العمل به، إذا كان يتضمن انتقاصا من حقوق العامل المقررة فيه.\nويستمر العمل بأية مزايا و شروط أفضل تكون مقررة أو تقرر في عقود العمل الفردية أو الجماعية أو الأنظمة الأساسية أو غيرها من لوائح المنشأة ، أو بمقتضى العرف.\nوتقع باطلة كل مصالحة تتضمن انتقاصا أو إبراء من حقوق العامل الناشئة عن عقد العمل خلال مدة سريانه أو خلال ثلاثة أشهر من تاريخ انتهائه متى كانت تخالف أحكام هذا القانون.']","المادة 5 من قانون العمل المصري: يقع باطلا كل شرط أو اتفاق يخالف أحكام هذا القانون ولو كان سابقا على العمل به، إذا كان يتضمن انتقاصا من حقوق العامل المقررة فيه.
ويستمر العمل بأية مزايا و شروط أفضل تكون مقررة أو تقرر في عقود العمل الفردية أو الجماعية أو الأنظمة الأساسية أو غيرها من لوائح المنشأة ، أو بمقتضى العرف.
وتقع باطلة كل مصالحة تتضمن انتقاصا أو إبراء من حقوق العامل الناشئة عن عقد العمل خلال مدة سريانه أو خلال ثلاثة أشهر من تاريخ انتهائه متى كانت تخالف أحكام هذا القانون.
",0.99999999995,1.0
كيف يتم تحديد مدة الإجازة السنوية للعامل بناءً على سنوات الخدمة وما الشروط الخاصة بالأعمال الخطرة؟,"['المادة 47 من قانون العمل المصري: تكون مدة الإجازة السنوية 21 يوما بأجر كامل لمن أمضى في الخدمة سنة كاملة ، تزاد إلى ثلاثين يوما متى أمضى العامل في الخدمة عشر سنوات لدى صاحب عمل أو أكثر ، كما تكون الإجازة لمدة ثلاثين يوما فى السن لمن تجاوز سن الخمسين ، ولا يدخل فى حساب الإجازة أيام عطلات الأعياد والمناسبات الرسمية والراحة الأسبوعية.\nوإذا قلت مدة خدمة العامل عن سنة استحق إجازة بنسبة المدة التي قضاها في العمل بشرط أن يكون قد أمضى ستة أشهر في خدمة صاحب العمل.\nوفى جميع الأحوال تزاد مدة الإجازة السنوية سبعة أيام للعمال الذين يعملون فى الأعمال الصعبة أو الخطرة أو المضرة بالصحة أو في المناطق النائية والتي يصدر بتحديدها قرار من الوزير المختص بعد أخذ رأى الجهات المعنية.\nومع مراعاة حكم الفقرة الثانية من المادة (48) من هذا القانون ، لا يجوز للعامل النزول عن إجازته.\n', 'المادة 47 من قانون العمل المصري: تكون مدة الإجازة السنوية 21 يوما بأجر كامل لمن أمضى في الخدمة سنة كاملة ، تزاد إلى ثلاثين يوما متى أمضى العامل في الخدمة عشر سنوات لدى صاحب عمل أو أكثر ، كما تكون الإجازة لمدة ثلاثين يوما فى السن لمن تجاوز سن الخمسين ، ولا يدخل فى حساب الإجازة أيام عطلات الأعياد والمناسبات الرسمية والراحة الأسبوعية.\nوإذا قلت مدة خدمة العامل عن سنة استحق إجازة بنسبة المدة التي قضاها في العمل بشرط أن يكون قد أمضى ستة أشهر في خدمة صاحب العمل.\nوفى جميع الأحوال تزاد مدة الإجازة السنوية سبعة أيام للعمال الذين يعملون فى الأعمال الصعبة أو الخطرة أو المضرة بالصحة أو في المناطق النائية والتي يصدر بتحديدها قرار من الوزير المختص بعد أخذ رأى الجهات المعنية.\nومع مراعاة حكم الفقرة الثانية من المادة (48) من هذا القانون ، لا يجوز للعامل النزول عن إجازته.']","المادة 47 من قانون العمل المصري: تكون مدة الإجازة السنوية 21 يوما بأجر كامل لمن أمضى في الخدمة سنة كاملة ، تزاد إلى ثلاثين يوما متى أمضى العامل في الخدمة عشر سنوات لدى صاحب عمل أو أكثر ، كما تكون الإجازة لمدة ثلاثين يوما فى السن لمن تجاوز سن الخمسين ، ولا يدخل فى حساب الإجازة أيام عطلات الأعياد والمناسبات الرسمية والراحة الأسبوعية.
وإذا قلت مدة خدمة العامل عن سنة استحق إجازة بنسبة المدة التي قضاها في العمل بشرط أن يكون قد أمضى ستة أشهر في خدمة صاحب العمل.
وفى جميع الأحوال تزاد مدة الإجازة السنوية سبعة أيام للعمال الذين يعملون فى الأعمال الصعبة أو الخطرة أو المضرة بالصحة أو في المناطق النائية والتي يصدر بتحديدها قرار من الوزير المختص بعد أخذ رأى الجهات المعنية.
ومع مراعاة حكم الفقرة الثانية من المادة (48) من هذا القانون ، لا يجوز للعامل النزول عن إجازته.
",0.99999999995,1.0
ما التزامات صاحب العمل بشأن تشغيل الأستراليين وهل يختلف ذلك عن تشغيل المصريين؟,['المادة 95 من قانون العمل المصري: يجب على صاحب العمل فى حالة تشغيله خمس عاملات فأكثر أن يعلق فى أمكنة العمل أو تجمع العمال نسخة من نظام تشغيل النساء.'],"المادة 1 من قانون العمل المصري: يقصد في تطبيق أحكام هذا القانون بالمصطلحات الآتية المعاني المبينة قرين كل منها:
(‌أ)	العامل : كل شخص طبيعي يعمل لقاء أجر لدى صاحب عمل وتحت إدارته أو إشرافه
(‌ب)	صاحب العمل :كل شخص طبيعي أو اعتباري يستخدم عاملا أو أكثر لقاء أجر.
(‌ج)	الأجر : كل ما يحصل عليه العامل لقاء عمله ، ثابتا كان أو متغيرا ، نقدا أو عينا.
ويعتبر أجرا على الأخص ما يلى:
۱ - العمولة التي تدخل في إطار علاقة العمل.
۲ - النسبة المئوية ، وهى ما قد يدفع للعامل مقابل ما يقوم بإنتاجه أو بيعه أو تحصيله طوال قيامة بالعمل المقرر له هذه النسبة
۳ - العلاوات أيا كان سبب استحقاقها أو نوعها.
٤ - المزايا العينية التي يلتزم بها صاحب العمل دون أن تستلزمها مقتضيات العمل.
٥ - المنح : وهى ما يعطى للعامل علاوة على أجره وما يصرف له جزاء أمانته أو كفاءته متى كانت هذه المنح مقررة فى عقود العمل الفردية أو الجماعية أو في الأنظمة الأساسية للعمل ، وكذلك ما جرت العادة بمنحه متى توافرت لها صفات العمومية والدوام والثبات.
٦ - البدل : وهو ما يعطى للعامل لقاء ظروف أو مخاطر معينة يتعرض لها في أداء عمله.
۷ - نصيب العامل فى الأرباح.
۸ - الوهبة التي يحصل عليها العامل إذا جرت العادة بدفعها وكانت لها قواعد تسمح بتحديدها ، وتعتبر فى حكم الوهبة النسبة المئوية التي يدفعها العملاء مقابل الخدمة فى المنشآت السياحية.
ويصدر قرار من الوزير المختص بالاتفاق مع المنظمة النقابية المعنية بكيفية توزيعها على العاملين وذلك بالتشاور مع الوزير المعنى.
(د) العمل المؤقت : العمل الذي يدخل بطبيعته فيما يزاوله صاحب العمل من نشاط وتقتضى طبيعة إنجازه مدة محددة ، أو ينصب على عمل بذاته وينتهي بانتهائه.
(هـ)  العمل العرضي : العمل الذي لا يدخل بطبيعته فيما يزاوله صاحب العمل من نشاط ولا يستغرق إنجازه أكثر من ستة أشهر .
(‌و)	العمل الموسمي : العمل الذي يتم في مواسم دورية متعارف عليها.
(‌ز)	الليل : الفترة ما بين غروب الشمس وشروقها.
(‌ح)	الوزير المختص : الوزير المختص بالقوى العاملة.
(‌ط)	الوزارة المختصة : الوزارة المختصة بشئون القوى العاملة.

المادة 29 من قانون العمل المصري: يحدد الوزير المختص بقرار منه شروط الحصول على الترخيص بالعمل المشار إليه فى	 المادة السابقة وإجراءاته والبيانات التي يتضمنها وإجراءات تجديده والرسم الذي يحصل عنه بما لا يقل عن ألف جنيه مصري.
كما يحدد حالات إلغاء الترخيص قبل انتهاء مدته وحالات إعفاء الأجانب من شرط الحصول عليه.
ويلتزم كل من يستخدم أجنبيا أعفى من شرط الحصول على الترخيص بأن يخطر الجهة الإدارية المختصة بذلك الاستخدام خلال سبعة أيام من مزاولة الأجنبي للعمل ، وكذلك عند انتهاء خدمته لديه.
",0.0,0.0
كيف يكون حساب الأجر للعامل إذا لم يكن مرتبكًا بعقد عمل ثابت وكيف تتدخل اللجان في تحديده؟,['المادة 36 من قانون العمل المصري: يحدد الأجر وفقا لعقد العمل الفردي أو اتفاقية العمل الجماعي أو لائحة المنشأة،  فإذا لم يحدد الأجر بأى من هذه الطرق استحق العامل أجر المثل إن وجد ، وإلا قدر الأجر طبقا لعرف المهنة فى الجهة التي يؤدى فيها العمل ، فإن لم يوجد عرف تولت اللجنة المنصوص عليها فى المادة (71) من هذا القانون تقدير الأجر وفقا لمقتضيات العدالة ، وذلك كله مع مراعاة حكم المادتين (34 ، 35) من هذا القانون'],"المادة 36 من قانون العمل المصري: يحدد الأجر وفقا لعقد العمل الفردي أو اتفاقية العمل الجماعي أو لائحة المنشأة،  فإذا لم يحدد الأجر بأى من هذه الطرق استحق العامل أجر المثل إن وجد ، وإلا قدر الأجر طبقا لعرف المهنة فى الجهة التي يؤدى فيها العمل ، فإن لم يوجد عرف تولت اللجنة المنصوص عليها فى المادة (71) من هذا القانون تقدير الأجر وفقا لمقتضيات العدالة ، وذلك كله مع مراعاة حكم المادتين (34 ، 35) من هذا القانون

المادة 70 من قانون العمل المصري: إذا نشأ نزاع فردى بين صاحب العمل والعامل في شأن تطبيق أحكام هذا القانون أو أى من القوانين أو اللوائح المنظمة لعلاقات العمل الفردية فلأي منهما أن يطلب من لجنة – تشكل من : ممثل للجهة الإدارية المختصة (مقررا) ، وممثل للمنظمة النقابية ، وممثل لمنظمة أصحاب الأعمال – خلال عشرة أيام من تاريخ النزاع تسويته وديا ، فإذا لم تتم التسوية خلال واحد وعشرين يوما – من تاريخ تقديم الطلب – جاز لأي منهما أن يطلب من الجهة الإدارية المختصة إحالة النزاع إلى المحكمة العمالية المنصوص عليها فى المادة (71) من هذا القانون أو أن يلجأ إليها فى موعد أقصاه خمسة وأربعين يوما من تاريخ انتهاء المدة المحددة للتسوية سواء كان قد تقدم للجنة بطلب التسوية أو لم يتقدم به وإلا سقط حقه فى عرض الأمر على المحكمة .",0.9999999999,0.5
